Loyalty#,cluster_behavior_kmeans,cluster_value_kmeans,kmeans_behavior_level,kmeans_value_level,kmeans_final_segment
180024,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180137,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180140,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180207,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180216,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180219,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180231,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180321,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180380,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180411,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180484,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180488,0,1,High,High,"Champions (High value, High engagement)"
180832,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
180922,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180925,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
180977,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181033,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
181082,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181139,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181140,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181184,0,1,High,High,"Champions (High value, High engagement)"
181377,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181423,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181434,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
181498,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
181607,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
181726,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181728,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181770,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
181825,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181830,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
181852,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182058,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182124,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182130,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182148,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182159,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182184,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182205,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
182235,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182272,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182320,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182459,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182490,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182519,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182531,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182534,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182543,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182587,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182749,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182782,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
182785,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183020,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183023,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
183025,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183052,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183096,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183129,0,1,High,High,"Champions (High value, High engagement)"
183208,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183224,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183235,0,1,High,High,"Champions (High value, High engagement)"
183305,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183339,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
183374,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183388,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
183456,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
183523,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183626,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183692,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
183716,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183748,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183754,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183755,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
183885,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
183948,0,1,High,High,"Champions (High value, High engagement)"
184009,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184035,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184045,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184090,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184151,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184206,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184207,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
184306,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184456,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184466,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184478,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
184490,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
184496,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184635,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184678,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
184735,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184754,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184755,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
184895,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184924,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
184959,0,1,High,High,"Champions (High value, High engagement)"
184976,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185013,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185101,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185129,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185153,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185285,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
185288,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
185496,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185509,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185531,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
185561,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185573,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185774,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185808,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185815,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
185830,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185835,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185857,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
185919,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186015,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186020,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186146,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186199,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186246,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186295,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186469,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186539,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186593,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186668,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186729,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186754,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186807,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186810,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
186901,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
186942,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187010,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187025,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187041,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187077,0,1,High,High,"Champions (High value, High engagement)"
187141,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187161,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187175,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187291,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187318,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187390,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187435,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187459,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187618,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187710,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187758,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187835,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
187838,0,1,High,High,"Champions (High value, High engagement)"
187876,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
187887,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
187902,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
187958,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
188006,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188033,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188071,0,1,High,High,"Champions (High value, High engagement)"
188120,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188136,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188147,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188218,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
188307,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188318,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188328,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188340,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188470,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
188542,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188559,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188655,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188668,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
188828,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
188893,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189139,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189146,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
189158,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189197,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189294,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
189329,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189611,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189613,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
189666,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
189707,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
189775,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189817,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189822,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189836,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
189854,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
189914,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190052,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190149,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190227,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190236,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190256,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190405,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
190429,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
190465,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190524,0,1,High,High,"Champions (High value, High engagement)"
190529,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190561,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190570,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
190716,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190720,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190791,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
190827,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
191044,1,1,Low,High,"At-Risk VIPs (High value, Low engagement)"
191057,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191065,0,1,High,High,"Champions (High value, High engagement)"
191150,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191189,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191508,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191537,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
191558,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191626,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
191638,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
191656,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
191780,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
191814,0,1,High,High,"Champions (High value, High engagement)"
191869,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
191917,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192009,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192013,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192096,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
192098,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192115,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192136,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192141,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192177,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192250,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192355,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192405,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192543,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192554,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192556,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
192600,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192651,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192685,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192691,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192772,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
192816,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
192898,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
192994,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193020,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193037,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
193147,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193150,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193212,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193519,0,1,High,High,"Champions (High value, High engagement)"
193564,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193662,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193665,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193722,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193747,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193775,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193781,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193824,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193827,0,1,High,High,"Champions (High value, High engagement)"
193917,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193928,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
193946,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
193953,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194009,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194065,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
194200,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194254,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194297,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194394,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194480,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
194482,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194493,0,1,High,High,"Champions (High value, High engagement)"
194571,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194640,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194657,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
194694,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194709,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194722,0,1,High,High,"Champions (High value, High engagement)"
194737,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
194758,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194762,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
194786,0,1,High,High,"Champions (High value, High engagement)"
194813,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
194855,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194859,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
194886,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
194959,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195069,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
195131,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
195137,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195150,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195368,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195419,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195594,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195684,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
195806,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195848,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195895,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195960,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195977,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
195994,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196016,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196096,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
196202,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196240,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196367,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196442,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196467,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196469,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196514,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196582,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196583,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196757,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
196777,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196779,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196798,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196812,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196845,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196892,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196905,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
196992,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197062,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197063,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197067,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197086,0,1,High,High,"Champions (High value, High engagement)"
197096,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197113,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197138,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197192,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197239,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197320,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197491,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197509,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197514,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197529,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197578,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197608,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197642,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197855,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
197890,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
197973,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
198010,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198075,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198123,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198147,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198167,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198354,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
198407,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
198424,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198456,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
198485,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198499,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198570,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
198625,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198645,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198713,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198785,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198813,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198836,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198900,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
198961,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199021,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
199073,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199342,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199358,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
199374,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199405,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199478,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199493,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
199494,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199507,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199509,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199513,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199603,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199652,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199792,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
199809,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199810,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
199959,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
200012,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200065,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200067,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200077,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
200168,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200309,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200321,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200326,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200519,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200552,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200663,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
200681,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200708,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200744,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200764,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
200802,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200863,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200877,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200960,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
200991,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
201055,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
201115,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
201220,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
201256,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
201273,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
201276,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
